Магазин;НомерЧека;Дата чека;Кол-во;Цена;Сумма;Серийный Номер;Сотрудник;Сумма баллов (руб);Бонусная карта;Тип чека;strTypeDirr
0x00003DF3FDACC72FD85F505BCCE8377A;PCRC11198839                ;03.05.2015 11:04;1;2579;2579;0;0xB6FB1975EE439EA5CD19A5A96AD16F6D;0;NULL;Продажа;Платеж
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
